Date,Statewide Unallocated,Grand Princess Cruise Ship,Alameda County,Alpine County,Amador County,Butte County,Calaveras County,Colusa County,Contra Costa County,Del Norte County,El Dorado County,Fresno County,Glenn County,Humboldt County,Imperial County,Inyo County,Kern County,Kings County,Lake County,Lassen County,Los Angeles County,Madera County,Marin County,Mariposa County,Mendocino County,Merced County,Modoc County,Mono County,Monterey County,Napa County,Nevada County,Orange County,Placer County,Plumas County,Riverside County,Sacramento County,San Benito County,San Bernardino County,San Diego County,San Francisco County,San Joaquin County,San Luis Obispo County,San Mateo County,Santa Barbara County,Santa Clara County,Santa Cruz County,Shasta County,Sierra County,Siskiyou County,Solano County,Sonoma County,Stanislaus County,Sutter County,Tehama County,Trinity County,Tulare County,Tuolumne County,Ventura County,Yolo County,Yuba County
1/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/30/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1/31/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/3/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/4/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/5/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/6/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/7/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/8/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/9/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/10/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/11/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/12/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/13/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/14/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/15/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/16/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/17/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/18/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/19/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/20/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/21/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/22/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/23/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/24/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/25/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/26/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/27/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/28/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2/29/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/1/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3/2/20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,0,0,1,0,18,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/3/20,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,2,0,0,0,2,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/4/20,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,2,0,0,0,2,0,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/5/20,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,2,0,3,2,0,0,2,0,31,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3/6/20,0,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,5,0,0,2,2,0,3,2,0,0,2,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3/7/20,0,21,2,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,3,5,0,0,2,2,0,3,9,0,0,2,0,49,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3/8/20,0,21,2,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,3,5,0,1,2,2,0,3,9,0,0,2,0,53,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3/9/20,0,21,3,0,0,0,0,0,9,0,0,1,0,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,5,7,0,6,10,2,0,3,15,0,0,9,0,70,2,1,0,0,3,3,0,0,0,0,0,0,1,1,0
3/10/20,0,21,3,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,5,7,0,8,10,2,0,3,15,0,0,15,0,85,2,1,0,0,6,3,0,0,0,0,0,0,1,1,0
3/11/20,16,21,4,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,6,7,0,8,10,2,0,3,18,0,0,15,0,111,2,1,0,0,6,3,0,0,0,0,0,0,2,1,0
3/12/20,16,21,4,0,0,0,0,0,10,0,0,1,0,1,0,0,0,0,0,0,29,1,0,0,0,0,0,0,0,0,0,6,7,0,8,10,2,0,3,18,0,0,15,0,134,2,1,0,0,6,3,2,0,0,0,1,0,2,1,0
3/13/20,0,21,7,0,0,0,2,0,25,0,0,1,0,1,0,0,0,0,0,0,40,1,0,0,0,0,0,0,0,0,0,13,7,0,8,17,3,0,8,23,3,0,20,0,180,7,1,0,0,6,3,2,0,0,0,2,0,3,2,0
3/14/20,0,21,7,0,0,0,2,0,29,0,0,2,0,1,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,14,8,0,8,29,3,0,8,28,8,0,32,0,223,7,1,0,0,6,3,2,0,0,0,2,0,4,2,0
3/15/20,0,21,15,0,0,0,2,0,29,0,0,2,0,1,0,0,0,0,0,0,69,1,4,0,0,0,0,0,0,0,0,17,8,0,14,32,3,1,39,37,8,0,32,1,255,7,1,0,0,7,5,2,0,0,0,2,0,4,2,0
3/16/20,0,21,18,0,1,0,2,0,34,0,0,2,0,1,0,0,0,0,0,0,94,1,9,0,0,0,0,0,0,0,1,22,8,0,15,33,3,2,53,40,9,3,41,1,290,9,1,0,0,8,6,3,0,0,0,3,0,4,2,0
3/17/20,0,21,27,0,1,0,2,0,39,0,0,2,0,1,2,0,0,0,0,0,144,1,15,0,0,0,0,0,0,0,1,29,8,0,16,40,5,2,58,43,9,6,64,1,337,13,1,0,0,8,6,4,0,0,0,3,0,10,4,0
3/18/20,0,21,31,0,1,0,2,0,41,0,0,3,0,1,2,0,0,0,0,0,190,1,15,0,1,0,0,0,2,0,1,42,9,0,16,40,5,5,75,51,14,7,80,3,390,13,1,0,0,8,8,5,0,0,0,5,0,13,5,0
3/19/20,0,21,35,0,1,0,2,0,42,0,0,3,0,1,4,0,4,0,0,0,231,2,25,0,1,0,0,0,2,0,1,53,9,0,22,45,5,5,89,70,17,13,97,8,442,14,1,0,0,10,9,5,0,0,0,7,0,17,5,0
3/20/20,0,21,45,0,2,0,2,0,46,0,1,6,0,1,4,0,4,0,0,0,292,2,38,0,1,0,0,1,5,0,1,65,9,0,28,53,5,9,120,84,25,16,110,9,504,15,1,0,0,10,21,5,0,0,0,11,0,19,6,0
3/21/20,0,21,65,0,2,1,2,0,51,0,1,6,0,1,6,0,5,0,0,0,351,2,38,0,1,0,0,1,5,0,1,78,12,0,30,53,5,10,148,84,31,21,110,13,543,15,1,0,2,14,23,5,0,0,0,12,0,26,6,2
3/22/20,0,21,106,0,2,2,2,0,61,0,2,6,0,1,6,0,5,0,0,0,409,2,38,0,1,1,0,1,5,2,1,95,12,0,45,53,6,17,194,108,41,27,117,18,581,15,2,0,2,14,25,8,1,0,0,12,0,30,6,2
3/23/20,0,21,122,0,2,3,2,0,71,0,2,13,0,1,6,0,13,0,0,0,536,5,47,0,1,1,0,1,20,2,3,125,20,0,47,88,6,17,230,131,51,33,142,18,655,22,3,0,3,21,29,10,2,0,0,16,0,35,8,3
3/24/20,0,21,124,0,2,4,2,0,86,0,3,18,0,5,9,0,14,0,0,0,662,6,53,0,2,1,0,2,24,3,4,152,26,0,59,88,7,38,242,152,60,42,161,24,724,24,3,0,3,24,34,11,2,0,0,17,0,39,10,3
3/25/20,0,21,135,0,2,4,2,0,108,0,3,19,0,5,9,1,23,0,0,0,799,7,60,0,2,2,0,4,24,3,4,187,30,0,107,113,9,54,297,178,71,46,165,26,801,25,3,0,3,31,39,12,2,0,0,18,0,50,11,3
3/26/20,0,21,163,0,2,5,3,0,131,0,9,27,0,12,17,2,32,0,0,0,1216,10,65,0,2,4,0,6,24,3,4,256,30,0,107,113,9,55,341,223,83,54,195,42,875,32,3,0,3,34,41,17,2,0,0,20,0,61,11,3
3/27/20,0,21,220,0,2,5,3,1,151,0,12,31,1,14,21,5,40,0,0,0,1465,11,68,0,2,7,0,8,27,3,4,321,41,0,185,164,14,64,417,279,93,59,239,47,937,34,3,0,3,34,41,23,2,0,0,24,0,61,16,3
3/28/20,0,21,256,0,2,5,3,1,168,0,12,43,1,18,25,5,46,1,0,0,1804,15,74,0,3,7,0,11,32,3,4,403,44,0,195,164,14,76,488,308,108,67,274,64,978,39,4,0,3,34,54,29,6,0,0,29,0,98,16,3
3/29/20,0,21,270,0,2,5,3,1,175,0,12,43,1,18,25,8,50,2,0,0,2136,18,93,0,4,9,0,13,32,3,17,431,53,0,233,164,14,111,519,340,121,71,277,68,1001,44,4,0,3,34,57,31,6,0,0,35,0,109,16,4
3/30/20,0,21,283,1,2,8,3,1,187,0,15,53,2,21,33,8,74,2,0,0,2474,21,98,0,4,9,0,13,36,14,18,464,57,0,291,224,17,111,603,374,136,77,309,88,1079,45,6,0,3,43,73,33,9,0,0,43,1,126,24,6
3/31/20,0,21,313,1,2,8,3,1,222,0,18,68,2,27,33,8,98,4,0,0,3011,23,107,0,4,10,0,13,40,15,21,502,67,1,371,224,21,183,734,397,151,80,309,99,1135,49,6,0,3,49,85,39,10,0,0,45,1,149,25,7
4/1/20,0,21,359,1,3,9,3,1,250,0,18,82,2,28,43,9,126,5,0,0,3518,25,108,0,4,10,0,18,42,18,26,606,78,1,429,314,23,254,849,434,161,83,388,111,1189,54,7,0,3,54,91,44,14,0,0,59,1,160,28,8
4/2/20,0,21,396,1,3,10,3,1,276,1,19,94,2,37,50,10,155,5,0,0,4045,28,118,0,4,16,0,18,53,18,26,656,90,2,493,341,23,304,966,450,178,89,453,111,1246,57,11,0,3,61,95,50,14,1,0,74,1,177,33,8
4/3/20,0,21,443,1,3,11,4,2,307,1,22,100,2,40,55,10,194,5,0,0,4566,28,131,0,4,16,0,19,57,20,30,711,97,2,638,390,23,353,1112,497,185,93,486,152,1286,59,11,0,3,73,100,58,16,1,0,81,1,189,37,9
4/4/20,0,21,537,1,3,11,4,2,353,2,22,103,2,44,55,10,205,5,0,0,5277,30,137,0,4,16,0,19,62,20,31,786,101,3,665,390,23,372,1209,529,191,93,538,168,1317,62,12,0,3,73,105,65,16,1,0,107,1,203,37,9
4/5/20,0,21,566,1,3,11,4,2,386,2,22,108,2,44,65,11,225,5,0,0,5940,30,141,0,4,29,0,19,62,20,31,834,103,3,799,442,23,373,1326,568,203,95,555,174,1359,69,20,0,3,73,107,71,16,1,0,116,1,221,37,10
4/6/20,0,21,588,1,3,12,5,3,417,2,25,124,2,49,68,11,246,5,2,0,6360,30,143,0,4,29,0,19,63,22,32,882,106,3,946,462,30,530,1404,583,212,95,579,192,1413,71,21,0,4,88,115,81,18,1,0,135,1,226,50,11
4/7/20,0,21,634,1,3,13,5,3,442,2,28,146,2,50,73,11,261,5,2,0,6910,30,148,0,4,34,0,19,64,23,34,931,115,3,1016,525,31,547,1454,622,233,99,589,218,1453,76,23,0,4,99,120,90,19,1,0,157,1,243,56,13
4/8/20,0,21,674,2,3,13,5,3,462,2,29,156,2,50,75,11,303,7,3,0,7530,30,149,0,4,40,0,20,69,25,34,1016,117,3,1179,580,33,641,1530,676,237,102,617,228,1528,76,24,0,4,112,136,95,20,1,0,168,1,263,67,15
4/9/20,0,21,713,2,7,13,8,3,484,2,30,173,2,50,79,11,330,7,3,0,7955,30,153,0,4,40,0,20,71,28,34,1079,120,3,1280,613,34,729,1628,724,245,104,633,243,1595,80,24,0,4,115,136,103,22,1,0,187,1,274,71,15
4/10/20,0,21,766,2,7,14,8,3,511,2,32,191,3,50,79,12,363,9,4,0,8430,32,153,0,4,59,0,21,79,32,34,1138,123,4,1350,653,35,810,1693,797,257,107,638,260,1674,80,24,0,5,121,145,116,22,1,0,203,1,298,75,15
4/11/20,0,21,806,2,7,14,8,3,530,2,32,201,3,50,87,12,369,10,4,0,8873,32,153,0,4,64,0,21,82,34,34,1221,124,4,1431,699,35,810,1761,857,260,110,652,264,1715,82,24,0,5,121,145,121,22,1,0,227,1,309,88,15
4/12/20,0,21,843,2,7,14,8,3,539,2,32,201,3,50,87,12,396,10,4,0,9192,33,164,0,4,65,0,23,87,34,34,1277,124,4,1619,707,35,887,1804,872,273,114,652,267,1741,88,24,0,5,121,145,131,22,1,0,227,1,314,93,15
4/13/20,0,21,884,2,7,15,9,3,552,2,34,222,4,50,100,12,446,12,4,0,9420,33,170,0,4,69,0,23,87,34,34,1283,127,4,1751,739,38,977,1847,957,309,117,701,284,1779,91,25,0,5,135,147,146,23,1,0,264,1,317,101,15
4/14/20,0,21,884,2,7,16,9,3,600,2,35,222,4,51,117,12,516,13,5,0,10047,33,171,0,4,74,0,23,100,38,34,1299,128,4,1961,816,39,977,1930,987,335,120,721,313,1820,91,25,0,5,140,152,163,24,1,0,296,2,350,102,15
4/15/20,0,21,962,2,7,16,11,3,615,2,35,265,4,52,117,17,553,13,5,0,10496,33,171,0,4,78,0,23,100,38,34,1376,129,4,2105,853,41,996,2012,1013,364,124,747,334,1843,96,25,0,5,141,160,177,24,1,0,352,2,365,116,15
4/16/20,0,21,1007,2,7,16,11,3,631,2,35,295,4,52,143,17,565,18,6,0,10854,33,187,0,4,82,0,23,119,39,34,1425,130,4,2264,879,42,1032,2087,1019,369,125,767,354,1863,96,26,0,5,156,163,187,24,1,0,372,2,384,125,15
4/17/20,0,21,1061,2,7,16,12,3,648,2,36,311,4,52,143,18,578,20,6,0,11391,33,187,0,4,82,0,23,119,44,36,1501,130,4,2457,896,44,1096,2158,1058,398,127,797,373,1899,98,26,0,5,169,172,206,25,1,0,382,2,396,126,15
4/18/20,0,21,1114,2,7,16,12,3,685,2,36,315,4,52,155,18,610,28,6,0,12021,34,189,0,4,87,0,23,136,47,36,1556,131,4,2602,914,44,1219,2213,1137,410,131,838,373,1909,101,26,0,5,169,180,221,25,1,0,397,2,416,126,16
4/19/20,0,21,1164,2,7,16,12,3,693,2,36,315,4,52,160,18,623,28,6,0,12341,34,195,0,4,90,0,23,141,47,36,1636,132,4,2638,925,44,1286,2268,1157,418,132,838,394,1921,104,26,0,5,169,180,226,26,1,0,411,2,422,137,16
4/20/20,0,21,1191,2,7,16,12,3,707,2,38,351,4,52,160,18,643,32,6,0,13816,36,199,0,4,90,0,24,148,48,36,1676,132,4,2847,940,44,1406,2325,1216,446,132,920,416,1932,106,26,0,5,180,181,232,26,1,0,422,2,428,142,16
4/21/20,0,21,1239,2,8,16,12,3,749,2,39,371,4,52,195,18,671,32,6,0,15140,36,200,0,5,92,0,24,150,54,36,1691,133,4,2960,954,45,1489,2434,1231,456,134,935,429,1934,108,26,0,5,181,182,236,26,1,0,436,2,443,146,16
4/22/20,0,21,1280,2,8,16,12,3,763,2,39,384,4,52,214,19,683,32,6,0,16435,36,200,0,5,94,0,24,150,57,36,1753,133,4,3084,971,46,1578,2491,1233,472,142,958,440,1946,111,27,0,5,186,192,251,26,1,0,441,2,451,151,16
4/23/20,0,21,1350,2,8,16,13,3,770,2,40,419,5,52,232,19,699,35,6,0,17508,39,209,0,5,100,0,24,164,57,36,1827,136,4,3218,987,47,1608,2643,1302,487,149,966,451,1987,114,28,0,5,191,194,258,28,1,0,453,2,465,155,16
4/24/20,0,21,1401,2,8,16,13,3,786,2,42,443,5,53,251,19,735,35,6,0,18517,39,212,0,11,102,0,24,169,58,37,1845,139,4,3315,1019,47,1666,2826,1340,495,163,989,460,2018,115,30,0,5,199,216,264,28,1,0,472,2,476,157,16
4/25/20,0,21,1437,2,8,16,13,3,805,2,42,458,5,53,251,19,755,42,6,0,19107,40,223,0,11,102,0,24,176,60,37,1969,139,4,3409,1025,47,1732,2943,1354,507,165,1019,469,2040,115,30,0,5,199,217,286,29,1,0,491,2,476,158,16
4/26/20,0,21,1468,2,8,16,13,3,817,3,42,458,5,53,251,19,809,57,6,0,19528,41,224,0,11,105,0,24,183,60,37,2074,141,4,3563,1037,47,1751,3043,1408,523,166,1019,471,2084,120,30,0,5,199,220,294,29,1,0,504,2,497,161,16
4/27/20,0,21,1498,2,8,16,13,3,820,3,43,498,5,53,284,19,828,71,6,0,20417,44,224,0,11,110,0,26,185,64,39,2126,143,4,3643,1045,48,1772,3141,1424,527,169,1080,473,2105,124,30,0,5,226,220,312,29,1,0,532,2,503,161,16
4/28/20,0,21,1533,2,8,16,13,3,842,3,44,521,5,53,304,19,847,79,6,0,20976,45,226,1,11,116,0,26,191,66,41,2151,145,4,3735,1053,50,1827,3314,1468,529,173,1099,473,2122,125,31,0,5,249,222,324,29,1,0,578,2,508,162,17
4/29/20,0,21,1568,2,8,16,13,3,862,3,44,538,5,54,319,19,866,80,6,0,22485,46,235,1,12,118,0,26,206,67,41,2252,145,4,3942,1068,50,1928,3432,1490,540,181,1136,485,2134,127,31,0,5,254,232,339,30,1,0,626,2,517,163,17
4/30/20,0,21,1603,2,8,16,13,3,891,3,44,564,5,54,333,19,893,80,7,0,23182,46,235,3,12,125,0,26,213,67,41,2393,147,4,4031,1077,51,2058,3564,1499,543,184,1177,496,2163,131,31,0,5,263,232,374,30,1,0,640,2,535,164,18
5/1/20,0,21,1636,2,8,16,13,3,907,3,47,615,5,54,358,19,939,146,7,0,24215,46,239,13,12,134,0,26,271,68,41,2537,150,4,4079,1090,51,2113,3711,1523,557,188,1197,506,2179,132,31,0,5,266,244,380,31,1,0,680,2,544,169,19
5/2/20,0,21,1705,2,8,16,13,3,934,3,47,633,5,54,358,19,969,158,7,0,24894,51,239,13,12,140,0,26,275,70,41,2636,159,4,4164,1107,51,2182,3842,1543,560,196,1233,508,2204,134,31,0,5,266,252,400,31,1,0,720,2,559,171,19
5/3/20,0,21,1749,2,8,16,13,3,945,3,47,633,5,54,358,19,1005,172,7,0,25662,51,240,13,12,142,0,26,281,70,41,2743,159,4,4180,1117,51,2182,3927,1602,570,201,1233,514,2231,137,31,0,5,266,252,411,31,1,0,743,2,566,171,19
5/4/20,0,21,1776,2,8,17,13,3,947,3,53,672,5,54,379,19,1016,172,7,0,26217,54,241,14,12,146,0,26,288,74,41,2819,162,4,4354,1127,52,2182,4020,1624,574,202,1281,526,2244,137,31,0,5,320,261,428,31,1,0,757,2,577,171,19
5/5/20,0,21,1809,2,8,18,13,3,969,3,53,724,5,54,400,19,1045,211,8,0,27815,54,243,14,12,146,0,26,298,75,41,2873,162,4,4454,1133,53,2329,4160,1728,578,204,1315,544,2255,138,31,0,5,325,261,433,31,1,0,858,2,595,172,19
